caseId,term,dateDecision,issue,issueArea,category,mappingStatus,sourceRelease,sourceRowSha256
2012-028,2012,3/20/2013,100030,10,FEDERALISM,issue-area,SCDB_2025_01,2e8961113413f77e197b4bf04149ff3aaf94fc4753311b69dd74f36760124ae2
2012-029,2012,2/20/2013,100030,10,FEDERALISM,issue-area,SCDB_2025_01,ed024350cf971583859e77a6127827412b9d9f0b06942de456a29a56197a0717
2012-030,2012,3/26/2013,10050,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,575188d59a6f63fb0fc3d89cf0c413f456ed0e05ae1090bab7120293ff63b85f
2012-031,2012,3/27/2013,90240,9,OTHER,residual-area,SCDB_2025_01,7ff0913ec401a434199ce86afb36dbecd90863ea7ecfcf6a2bf6004ea834bf1e
2012-032,2012,3/27/2013,80060,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,edaa62edd36c0a2e5280893c14ce457fe9ea73f19a29ee4935edc4db2c3972c4
2012-033,2012,4/1/2013,20320,2,EQUALITY,issue-area,SCDB_2025_01,18b8f6d24d879289e85875e8bb53fc17462db3c30feb886b4ace36a1af51feb5
2012-034,2012,4/16/2013,70040,7,OTHER,residual-area,SCDB_2025_01,d60aa4ff52aa00e157531eb4885f7d996ac37d7f5ec63b03076ede515e26404e
2012-035,2012,4/16/2013,80090,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,1bac0835fe1cd4b7afef419f24459a5c1b771edc2d9759cadb4d68064dfbb3bb
2012-036,2012,4/17/2013,90230,9,OTHER,residual-area,SCDB_2025_01,a514c4e9816d734c0d08301b3ce079700c516528a1d77f3b66ceaca3e169c876
2012-037,2012,4/17/2013,10050,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,1e943d24283ab8bdc356aa45bed8cd393fd8d5d83b2cc4e628f93611fbb38ecc
2012-038,2012,4/23/2013,20110,2,EQUALITY,issue-area,SCDB_2025_01,dedaa8e0c0799bfa8b1b33fe05a63340295711cdb5800e800a77bd41fe62fd0b
2012-039,2012,4/29/2013,50040,5,EQUALITY,issue-area,SCDB_2025_01,642aa40541abe329b31df0666706d768e94979a610c34d9330c3e7ce73697801
2012-040,2012,4/29/2013,90150,9,OTHER,residual-area,SCDB_2025_01,5b575aae03e122560ccca8214603c21776751114b99d2465291f097cfbced566
2012-041,2012,5/13/2013,100020,10,FEDERALISM,issue-area,SCDB_2025_01,de567b37990db0c2e695969d96605bc9ba94bb598109c3887cc8ce1ef6f87e20
2012-042,2012,5/13/2013,80030,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,865778907e172a5d8d422720859c8fe27bb9e91546f336ba93c0a155195525ea
2012-043,2012,5/13/2013,80180,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,80e66a08c15f585764ffb9d374270f9998aa4147e0ba7f0d25f09e277a5e6cf7
2012-044,2012,5/20/2013,90120,9,ADMINISTRATIVE_STATE,explicit-issue,SCDB_2025_01,5c0e9a66f2b478612146dfee495fe9cbf487c779a347acc745b29d007ea455fe
2012-045,2012,5/20/2013,120010,12,OTHER,residual-area,SCDB_2025_01,36383145d60ef94912c891d3a8ff475faef29fecfa43dc9aae2f1d95f6703bf9
2012-046,2012,5/20/2013,10020,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,00acc41afa7bfb098876259785d1d0f9cdc97198e0e6ced4660e9c3453ba706e
2012-047,2012,5/20/2013,60010,6,OTHER,residual-area,SCDB_2025_01,cd5401ca8d25a0a22786e9fee975f520bcfef64b9febf94bec5bc57dd7adab32
2012-048,2012,5/28/2013,10020,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,377772fab3b2d1fe7e0dd9efab6f7e2e96975f8b004ce70439c9eec25fca4f71
2012-049,2012,5/28/2013,20330,2,EQUALITY,issue-area,SCDB_2025_01,aba8abe4afa23f5cbec44fe0cd7bd58adf20707fffec3ff78933a3e8fac094b7
2012-050,2012,6/3/2013,10050,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,60e57f0d8720eb07712dd30cebadde86f0c121eecfcddaffd071d11d5441ef8b
2012-051,2012,6/3/2013,100030,10,FEDERALISM,issue-area,SCDB_2025_01,db2499e0c34cec6661af32721203d362b2657285b57a173d93504d526172a4bd
2012-052,2012,6/3/2013,90110,9,OTHER,residual-area,SCDB_2025_01,c832dbbcc6341cd082db8d13bcc5082e349ff5ff2d443a8320eb1360c1aad5c5
2012-053,2012,6/10/2013,40070,4,OTHER,residual-area,SCDB_2025_01,78df42a5af58f19595c1ff1ac0ed905ba672df2539fb41ee9b1bf1d80f92bfd4
2012-054,2012,6/10/2013,10390,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,6fa8dcf95657668f7a6d3f628a214ddc2ad61c398151ddad1acd8935020ea199
2012-055,2012,6/10/2013,80160,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,52774437bd7750f5c8f63229ab6c51232587b5afb26d99d6c5ec175230da581c
2012-056,2012,6/13/2013,100030,10,FEDERALISM,issue-area,SCDB_2025_01,01879ddffb0f5af85cb75bdb0f1f464dff047e88c945eb5757c9255e513b9067
2012-057,2012,6/13/2013,100030,10,FEDERALISM,issue-area,SCDB_2025_01,9be2c565221556a5e06b76ca2ed6bd8b918cb306df8f348a4b2424748bdfcb96
2012-058,2012,6/13/2013,10370,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,d3debbfcdeb9001d2eac352ae7439d12213d4033ba71d0a43942c42f3ce038d3
2012-059,2012,6/13/2013,10430,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,088214da821b9e7ec137935a41ed634e4fd928e0d5bfddc967d3c081173397b0
2012-060,2012,6/17/2013,10090,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,e48a40fa4fb29d1083417c81bbf10dc2c950a154ef1cad330a1f9eb7930eea23
2012-061,2012,6/17/2013,10430,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,5fa9c35c30b29d5ccd15c8cf4a4fb0ee0672d80e9ded9222dc0a0a7116e1b483
2012-062,2012,6/17/2013,10560,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,f5dffd1dc9a2b14b00cbe9450209d53379b8c330d75c58852406814fae72df2f
2012-063,2012,6/17/2013,60020,6,OTHER,residual-area,SCDB_2025_01,4c94162de4b47623f7826c4c27295999fad3c1ffc263f4bf87bde632490dacff
2012-064,2012,6/17/2013,20010,2,ELECTION_LAW,explicit-issue,SCDB_2025_01,7ee845fcc0de911cc49328998532f7b1a9a6eb2e038e017e50110e4d86446f3e
2012-065,2012,6/20/2013,30010,3,SPEECH,issue-area,SCDB_2025_01,54f7ca2472f9fa02f7b6f18cc4b957bb44c2f9dd62875fef0b15ad74d59348a6
2012-066,2012,6/20/2013,80160,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,e3d3b666debffa5c47f35b55c39ecdea5ee4e50078daeb1188cbbfd92da852c3
2012-067,2012,6/20/2013,10560,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,c799823bb5903c1f7e9e572759a412b660135cec60f8bc27c0325a11ea0e3797
2012-068,2012,6/24/2013,20070,2,EQUALITY,issue-area,SCDB_2025_01,322f36d6dbba8b9eb494beb62e5d5fe3be5672c41bc31be3a95d0535af4a9f89
2012-069,2012,6/24/2013,100030,10,FEDERALISM,issue-area,SCDB_2025_01,a5f5376bb736d1b163c9a7bc2a046fdfaabe506317670a64f5794c5c66cbefa6
2012-070,2012,6/24/2013,20400,2,EQUALITY,issue-area,SCDB_2025_01,e2661fba962c3a6bbede7b4e57a02f72e6adc96d72435759588b7ae41e607010
2012-071,2012,6/24/2013,10550,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,6dd3c5a8e35fa22385dab2c8734e91bbde79feb238b9cd5a8119ef58599b8977
2012-072,2012,6/24/2013,20400,2,EQUALITY,issue-area,SCDB_2025_01,aac7fad1c0ae21f967c072f9f8fa40a097cb164d2efca0b4be5e7206512547ee
2012-073,2012,6/25/2013,20020,2,ELECTION_LAW,explicit-issue,SCDB_2025_01,1e2ca6ba18971e19c3875e4b64debe4b3d5e944553a27e52471575d883c10f77
2012-074,2012,6/25/2013,40070,4,OTHER,residual-area,SCDB_2025_01,1cf0ce5c67a7961e1a08622f2d76e08d51ef3d5169925828e869df16a0151d6e
2012-075,2012,6/25/2013,20150,2,EQUALITY,issue-area,SCDB_2025_01,d015b2bbefb461a9e17940a767cb005c260a1eb8e66a750650d043afbaee6cfc
2012-076,2012,6/24/2013,20330,2,EQUALITY,issue-area,SCDB_2025_01,900be6b67492e9ddebbdd091bbc6fdc1c8e81264d3af348ed1af254f0c09d85b
2012-077,2012,6/26/2013,90240,9,OTHER,residual-area,SCDB_2025_01,c8587d504313495da792cb9dfed3f8a64f3fb1d6cef61ffc79471bef45736877
2012-078,2012,6/26/2013,10470,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,7e3c5987195047118dd065f14d95157255ed42a8db05f6fde8c02ed5e811feed
2012-079,2012,6/26/2013,40010,4,OTHER,residual-area,SCDB_2025_01,a8dc46242d73a346476a042e334758f1447997284db1cdf3c3a0df5ff43a3867
2013-001,2013,10/15/2013,20060,2,EQUALITY,issue-area,SCDB_2025_01,3ae80b7a97e0946ed38154f9060e9b1b3d5455e6b80106c373800c95941db32b
2013-002,2013,11/4/2013,10050,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,7cf24dad320d9cc0a638f223dac0afd043e308a04ff59472d9312d4cf8f0a0c3
2013-003,2013,11/5/2013,10030,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,9c52479a306c0b9e20364503dc76e3753cbfe779332c106008407a9ad905507e
2013-004,2013,12/2/2013,120010,12,OTHER,residual-area,SCDB_2025_01,c558aab9ffc144a6dd00c48d04b8cebe96b734929b9d53898b322147080c868d
2013-005,2013,12/3/2013,120010,12,OTHER,residual-area,SCDB_2025_01,e6b78595cb7d877bc442d5921a92d9e3d3d89100a9927853217608797aa72378
2013-006,2013,12/3/2013,90140,9,OTHER,residual-area,SCDB_2025_01,d9d8f84cb65e725eb3c3372f92dbfc2ab665274c78d3a8dc803b5550b30c4d90
2013-007,2013,12/10/2013,90090,9,OTHER,residual-area,SCDB_2025_01,9b6d21497e783e553a1248b3226bf0c6a7fc5529dc9d4e7fb36d52875123a6ac
2013-008,2013,12/10/2013,70070,7,OTHER,residual-area,SCDB_2025_01,c07bd82423b00253d8d70045b2761adc00a000b97d3ba4834235171890a56aef
2013-009,2013,12/11/2013,10090,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,f079c2f6941b9cbc3083344b36e9ec346d3d505eef73e1050f5da3aa8646313d
2013-010,2013,12/16/2013,80090,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,2f36d3af926611ad6580806915b636cac1de79beb251b6514cf5c61ed077227c
2013-011,2013,1/14/2014,40060,4,OTHER,residual-area,SCDB_2025_01,d02ac0ed91e9771a670f2542e5e72914ac3e22dfbda804745889937784eb6b3f
2013-012,2013,1/14/2014,90090,9,OTHER,residual-area,SCDB_2025_01,709acab094bf76190c68249b6117f8bc286364a811ab59eaae525baeb100ad35
2013-013,2013,1/15/2014,90480,9,OTHER,residual-area,SCDB_2025_01,6246b0752e98aaabdf75e463aa65ce35723084ad3312ba2c92da01a843c6ad41
2013-014,2013,1/22/2014,80180,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,2a93e265012abb3de21913653ca69437ffe241051584b835a089527a113d0a4a
2013-015,2013,1/27/2014,10510,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,65d372224479423ea562fd75ca9cb9eaa515144ee88fef2b837f1f847e241c95
2013-016,2013,1/27/2014,70040,7,OTHER,residual-area,SCDB_2025_01,b53651f75bdeb44cd0c58339ad2e435138591beaea0d83fdb48ad7c060768c0a
2013-017,2013,1/27/2014,30030,3,SPEECH,issue-area,SCDB_2025_01,94e96fc064dba038d382455fffa40ea770232116068f76960142a46d31d60ede
2013-018,2013,2/24/2014,20350,2,EQUALITY,issue-area,SCDB_2025_01,4bd6fc86f4515aad5329cccee34191bdfe0482ad2802562365b8aadda50379f3
2013-019,2013,2/25/2014,10120,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,6557d8e70a9c13cb76ed2ee3220c644c577f8128a8179cbb91f8c554a16f5f51
2013-020,2013,2/25/2014,10050,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,13e34ac654a0d23741b454335ef285b48898cd0b9e35a0d9db7f7a736a046249
2013-021,2013,2/25/2014,40060,4,OTHER,residual-area,SCDB_2025_01,3f412a0032ae4a6039fc3937dd8a3903f90aef72ec00ef5442bcda4954393375
2013-022,2013,2/26/2014,80120,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,8324fc2386d843a3cb1879ba6c99c3a2669ad3b46882fc00d15dd0515dcb974f
2013-023,2013,2/26/2014,10570,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,5853aa00de84a696fc615e00f5ed7b2db1ec67b603735a898b87a20c28b04d10
2013-024,2013,3/4/2014,50040,5,EQUALITY,issue-area,SCDB_2025_01,104b6dde395395e261feb4d7193c5d6d718b2f08d2d67bd4b3df86c4651b020c
2013-025,2013,3/4/2014,80030,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,66ed5a2b4ecd1febfbd343023f8d46bc4f4c88d2fb814ae8e8b2a04a43711aca
2013-026,2013,3/5/2014,20170,2,EQUALITY,issue-area,SCDB_2025_01,27c29c291bc8e83f531c5ff619b371773a3794c56403de964ca7be1a1b288deb
2013-027,2013,3/5/2014,80160,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,bbee1f647e4cb28685ec4dfb3ff3aca8dff12a61d17b13480c62fd0d525cce70
2013-028,2013,3/5/2014,10510,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,98c9d697cbda6230c22a340ecec61d7904de078b57c43b1ba4119d28e0dffa48
2013-029,2013,3/10/2014,140010,14,OTHER,residual-area,SCDB_2025_01,4e33cab930a2b92f5875ca3483ed8a8667e91da1afe85155de52e145dcbb22c1
2013-030,2013,3/25/2014,90260,9,OTHER,residual-area,SCDB_2025_01,9775eff41ecb08d3c1ad4d71532f0237aa33f230492d7104d09915a0483a8a0f
2013-031,2013,3/25/2014,120010,12,OTHER,residual-area,SCDB_2025_01,0cded00b356c200ae930dba63691dce961e2ec2b28e52c41824bdd3db8e0a76b
2013-032,2013,3/26/2014,10380,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,2c540de09bfe839952a07b2de3b19f73ca3527ee1887dcc54eb71f7a18b0f011
2013-033,2013,4/2/2014,30140,3,ELECTION_LAW,explicit-issue,SCDB_2025_01,1cdd885d66d1bb582bfc28122651ee64a847f7c9032f53e012e3e92c509e1aab
2013-034,2013,4/2/2014,100020,10,FEDERALISM,issue-area,SCDB_2025_01,90411f07b7b6781d4c45bf75ce73c3f1481793edd9df646c564479ffa8c9568a
2013-035,2013,4/22/2014,20070,2,EQUALITY,issue-area,SCDB_2025_01,a1b54cb3807da587acd187a62446a4fe7c978a6bf54431c53e46df755947ec7a
2013-036,2013,4/22/2014,10060,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,0e41c45b38424f2a6290cc208e242c14178a336e8e493f8d9f87d07c6fef6c78
2013-037,2013,4/23/2014,10090,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,783a852d0c3a423da57397966b655c27f9ca0a56d455a0aa99933d0acdc4fea6
2013-038,2013,4/23/2014,80080,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,9ba93f1f7f7112de96a325015c9cf0248e7a7fe95a28cbd6be69743de3c2ee5d
2013-039,2013,4/29/2014,80130,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,2185bcbaf3094c7beff24b04ceee24e10dd1df24f2fcd13a5125a41ac97b74e8
2013-040,2013,4/29/2014,60010,6,OTHER,residual-area,SCDB_2025_01,759a7f2c724ac4f4aa728fa7875d3c3ef31b28e35efd313b9ffca5e3eaeefc6f
2013-041,2013,4/29/2014,60010,6,OTHER,residual-area,SCDB_2025_01,53bfbcb4d7e866579ee106f263cd02c0b11e4c186a6c0bcbd74a89dc9bf99bf6
2013-042,2013,5/5/2014,30170,3,SPEECH,issue-area,SCDB_2025_01,f2ac105e316484eac56add3a1468649cdc9995306d23de41ae2748f9f84db6a6
2013-043,2013,5/5/2014,10430,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,1f7d93f07bd0942b324db2f90fbbfbe7b47fd074d46f80276f061305df318058
2013-044,2013,5/5/2014,20400,2,EQUALITY,issue-area,SCDB_2025_01,e160275129b4afb0f4d4ce22809f4316d3ee12a63397794702161fbfa5e812b2
2013-045,2013,5/19/2014,80190,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,4e696bb06772c3fbc96ef30ba55247d9664c6a5320bbcd00f314eae52ff2ca59
2013-046,2013,5/27/2014,10130,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,c30d20fb57ffcd61f944114fbaf776668c75fde78ce93127b938f69b659760fd
2013-047,2013,5/27/2014,30150,3,SPEECH,issue-area,SCDB_2025_01,1b20d93381087fbf2b2de83a7a0b95e4cb80694625a51eb615d569693ae8259f
2013-048,2013,5/27/2014,20160,2,EQUALITY,issue-area,SCDB_2025_01,aeef22279b1733160d4c47fded58715c20cf98b5c24abd64a41017d929f7e59c
2013-049,2013,5/27/2014,20400,2,EQUALITY,issue-area,SCDB_2025_01,daec3fa8c7dec3725388f806f34edbb1d3e517df9f7bfc90a75f50f19cb80847
2013-050,2013,5/27/2014,10170,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,2ef05c1a00836567b4196e074ef756a7887e21f6a91a02ee9a7efc527d938957
2013-051,2013,6/2/2014,80180,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,c55962cb9ca7c27f3aebbcce3d7ae3bc27e64a0b93ecd1534c6acd8ec6ed2f6e
2013-052,2013,6/2/2014,80180,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,71de716d9128e995d6813c38789201ed28f8cf13773768417f605093582917fc
2013-053,2013,6/2/2014,10380,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,0547c0641db362ec35bb92cea146d76245cec740779c236d3df209fc739aa8b9
2013-054,2013,6/9/2014,100030,10,FEDERALISM,issue-area,SCDB_2025_01,8ba50e8ea5a4a32930896ee101f3e06753dba320b0577834d8644e88f554eab4
2013-055,2013,6/9/2014,80030,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,b40f1fef29b5034282c94c8b287da418252eff1a0fa90527d5bfd40fed88b47f
2013-056,2013,6/9/2014,20260,2,EQUALITY,issue-area,SCDB_2025_01,4298f165bbcc9b8ec18e0e48896d477b9e0b78ce96d6844e69898e82459e9cd8
2013-057,2013,6/12/2014,80170,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,26402b0f27f1259d7dc78598994146b0a2a7d1b9e933e0d4c33af6613e13c776
2013-058,2013,6/12/2014,80030,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,0c8c1e7e092700c897b469772194161f34a4bab0666727b53ab9ef7cd695de03
2013-059,2013,6/16/2014,50040,5,EQUALITY,issue-area,SCDB_2025_01,13ae13f9cf87ae39f28ab367c3f768ed9a58d61f87cc25486e79fbc15cc9c63b
2013-060,2013,6/16/2014,90220,9,OTHER,residual-area,SCDB_2025_01,90741d0741451190a735a1ffc9f2923c3c7223542d79300482fd6f717b5950e8
2013-061,2013,6/16/2014,10420,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,5d6a583e5f268e5d9062e1601c4e09556b6c384c4bdd05404036c15f904550ae
2013-062,2013,6/23/2014,80120,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,2b5b53ea64b7617a9793f32231b656e94f87fdbd0299dd3ac136dcc48f887655
2013-063,2013,6/23/2014,80130,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,b4581e8dd6bc7cf35e5b681b9f34bbd2c6708105ee144ea05a0846999e0dff09
2013-064,2013,6/23/2014,10450,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,1942eea16ee94b224c6c3bd834d370718f93259bf3938519d21b38c3156d676e
2013-065,2013,6/25/2014,10050,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,c2879d12f9954664aaa069ccee9dd2c52e3bbaa071b94dcd5f60cff238d989b2
2013-066,2013,6/25/2014,80090,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,387cbac7760e5326b5e81b6bb527511bce1d6226d4fec7cda934caafa46ba859
2013-067,2013,6/25/2014,80190,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,229fa94e187aacf37c8fcc5617919bfc682c60a21db2aefaa3e20297b3cf5981
2013-068,2013,6/26/2014,50020,5,EQUALITY,issue-area,SCDB_2025_01,fdefc78ee67dcbbbdf5ffb9ee45237556122adc15704b30c06d26c6b7e18125d
2013-069,2013,6/26/2014,130015,13,EMERGENCY_POWERS,explicit-issue,SCDB_2025_01,71be989053fc0d7ff2405f1b9982d12249c53033297b82f6ff2ba98bec1625ba
2013-070,2013,6/30/2014,30160,3,SPEECH,issue-area,SCDB_2025_01,d6874f4d646bfcf0d5329fdb7bb34f98cc1b7d2e06b68285b90745421253ef2c
2013-071,2013,6/30/2014,70130,7,OTHER,residual-area,SCDB_2025_01,6ca006f08aa9e228a291822689d53497960dd6541134be1ce238b73d32ff346e
2013-072,2013,7/1/2014,10190,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,78f34b78e19ad693f2dbcb833a7c45a3cdac8e1f96e159b7c17eb292b1aa5a94
2013-073,2013,6/19/2014,30010,3,SPEECH,issue-area,SCDB_2025_01,d60285202e40dce7a567d18edecd00a4d1760f9ba8b2d1e04c321d093a366afe
2013-074,2013,6/19/2014,80210,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,61b6e5cb7c91a971f3b5014df1418328c7e9e76fb9d1149760ddb0046f583c7f
2013-075,2013,6/19/2014,40020,4,OTHER,residual-area,SCDB_2025_01,18c018c783bf44f711a71dec00a1e9a71c12fa8db16843305ea184396328ec9b
2014-001,2014,12/15/2014,10060,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,06ac654db356d47796a85030fa84571ada66bf5f5a4f140929f3a7bf52f520ad
2014-003,2014,1/20/2015,30160,3,SPEECH,issue-area,SCDB_2025_01,9590bcc1d8066a2d4e82b2c22734ef6d60a2660ca072893a4e280bbddf1917a8
2014-004,2014,12/15/2014,90090,9,OTHER,residual-area,SCDB_2025_01,5d31a0bd177182d4795902014e8433b37a4c384ff16287990b9579d683ba7b69
2014-005,2014,12/9/2014,70040,7,OTHER,residual-area,SCDB_2025_01,867a329ac3bb906c39c3d7570a9edf5eecdf17eb5092e7de167bd084d138528e
2014-006,2014,12/9/2014,10230,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,50c2a1692f8c16e83fd410738ea5ada16ddc964fcd4dd7aefcf732893e7bce2a
2014-007,2014,2/24/2015,110030,11,FEDERALISM,issue-area,SCDB_2025_01,7ed8c9ab5bb8ad33b62db96412c75eaa70ea6e1ec9148c0db2515c6e834e2b21
2014-008,2014,2/25/2015,80010,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,585a0c20840b2edc9bb2fe48eeb0a0eb33ff50368ef738d4c584e536e69943ec
2014-009,2014,1/20/2015,80180,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,f993567dc2d0e9f7ad89937f2172bd3dd698dd445603ff7b9533c69c540094b1
2014-010,2014,1/14/2015,10020,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,5b5e82a61e338af8aebe2ea79a472124a30f495bc5a5ac073b4c249b92bb4be8
2014-011,2014,6/8/2015,130015,13,EMERGENCY_POWERS,explicit-issue,SCDB_2025_01,98160193f115ee772d05436723847f06b9bf503d5fe695659332d210f50cb1e3
2014-012,2014,3/24/2015,80120,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,7178bc59817dfe721c7098fe2424f04e3aa70c538324894d0e6768428c8b4791
2014-013,2014,1/21/2015,30120,3,SPEECH,issue-area,SCDB_2025_01,a27592b17c8a3e888e28f5b12c57f35007c94155d23c522dddc5c565e97c187b
2014-014,2014,1/13/2015,80170,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,ed9cc44b74fda9425401556abc5cc0b978152625861426f31d175500986feba0
2014-015,2014,2/25/2015,10450,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,72f35b62d36c8121ba53e4c6c0aee039d8aa534ef789c14d6517bd25f0f7c2fb
2014-016,2014,6/26/2015,40040,4,OTHER,residual-area,SCDB_2025_01,8c530d017ee742e2f42c838d40960a240eb02e0d72e9ba086bef77e0e983c3b5
2014-017,2014,3/25/2015,20090,2,ELECTION_LAW,explicit-issue,SCDB_2025_01,2630e6e64aec82b44cb3e329aad90ce3fd7b42bf0da40212b66db71a041dac5b
2014-018,2014,1/26/2015,80090,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,92a418012e223a1bd3f6e5f9bdeea63155b63002ada21a8730a4378162d5cb3b
2014-019,2014,3/4/2015,80100,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,fc16c19b17a0b304f552ec619efd19b774d795c35830aa06dc16e7bb889159b8
2014-021,2014,5/18/2015,80100,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,2a307aae90108a9d6f3dcc8522a54e5a0d956dd6ba9b32d333ce2d118cb5e271
2014-022,2014,3/9/2015,70040,7,OTHER,residual-area,SCDB_2025_01,4645100cd76ede937635ee10c5348da8fd0e1966b60f344ead10d4ed29f147f3
2014-024,2014,6/1/2015,10570,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,0fb68975687b91e9e785bf4920252ad0790891bb932f9224d0b03b0c6bd1b777
2014-025,2014,3/24/2015,80200,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,d5be4b2dbf046d4a5cab9824452aca15588ba5892829ecbd4c6d5a205e9db9a9
2014-026,2014,1/13/2015,10390,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,80c474c0deb7dd814012beac27ec77801e6b411933c9ad216f647c6773d9165b
2014-027,2014,3/25/2015,20140,2,EQUALITY,issue-area,SCDB_2025_01,15051e7ce31cc4683c1623f8061c3cb1b21651afa96af0c263c28fdff2e4c8e0
2014-028,2014,1/21/2015,80200,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,2e692edba1429ec87abb16d6a86ef4e73f4540dff7f36d8f55e6717194ca4fb0
2014-029,2014,3/3/2015,80100,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,1957299b5258064066697265dc5b4c3337049cc540b8d5f85b3fb44258e9addc
2014-030,2014,3/9/2015,80220,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,1c5f4f3ae126112a51c59dab5e333aac0d319c2a8471521b1d2801b25b5455a8
2014-031,2014,1/21/2015,90110,9,OTHER,residual-area,SCDB_2025_01,6e2f9e67a188931e54c13bb6df0265c70e13740a3aadeff1149285e83a8846ee
2014-033,2014,4/22/2015,80060,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,7c302458064f4797f19b05e5b8d65c08d48b46e3c7fa36b8341ed442018b2368
