caseKey,caseName,caseDescription,scenarioKey,scenario,scenarioKind,reviewMechanism,totalCases,reviewedCases,invalidations,emergencyOrders,emergencyReliefs,meritsReviews,meritsInvalidations,overrides,intakeFilings,screenedFilings,directionalScore,reviewRate,intakeAcceptanceRate,emergencyReliefRate,meritsReviewRate,meritsInvalidationRate,emergencyReasonGivingRate,emergencyVoteDisclosureRate,emergencyPublicDisagreementRate,governmentEmergencyApplicantShare,governmentEmergencyWinRate,meritsFollowUpRate,legalStability,rightsProtection,partisanAlignment,shadowDocketAbuse,legitimacy,reversalRate,constitutionalConflict,democraticResponsiveness,legislativeResponseCredibility,caseSelectionAccess,governmentRepeatPlayerAdvantage,implementationCapacity,democraticConstitutionalism,vetoRelocationRisk,legalTransplantFeasibility,politicalCultureSensitivity,independenceAccountabilityBalance,concurrenceFragmentation,dissentIntensity,recusalRate,enBancRate,crossCheckRate,councilScreenRate,overrideRate,weakFormDeclarationRate,suspendedDeclarationRate,legislativeResponseRate,invalidationLegislativeResponseRate,averageLegislativeResponseDelay,timelyLegislativeResponseRate,rightsImpactStatementRate,ombudsmanTriggerRate,publicDefenderParticipationRate,preEnactmentReviewRate,abstractReviewRate,preliminaryReferenceRate,appealRouteRate,directActionRate,lowerCourtConflict,averageTimeToReview,replacementRate,stateCaseShare,mixedJurisdictionShare,averageLowerCourtDepth,stateFederalTension,intercourtConflict,complianceRate,defianceRate,workaroundRate,repeatedLitigationRate,executiveImplementationRate,agencyNonacquiescenceRate,legislativeReenactmentRate,invalidationLegislativeReenactmentRate,localGovernmentComplianceRate,publicTrust,legislativeConflict,courtCurbingPressure,amendmentPressure,administrativeLoad,directCourtCost,upstreamScreeningCost,capacityStrainCost,institutionalBudgetCost,institutionalDelayCost,implementationComplexity,totalInstitutionalCost,statuteDispositions,statuteNullifications,statuteNullificationRate
legislative-low-mandate,Low-mandate legislative outputs,"Imported rows with weak public mandate, low support, or public-preference distortion.",supermajority-invalidation,Supermajority required to invalidate laws,court_variant,strong_form_court,9600,9600,1884,10,0,9590,1884,0,451825,442225,0.656,1.000,0.021,0.000,0.999,0.196,0.900,0.600,0.100,1.000,0.000,0.000,0.950,0.766,0.140,0.000,0.716,0.196,0.219,0.573,0.553,0.344,0.348,0.621,0.673,0.452,0.642,0.766,0.710,0.178,0.273,0.012,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.434,0.620,0.113,0.320,0.338,2.442,0.569,0.494,0.602,0.135,0.117,0.138,0.589,0.085,0.054,0.088,0.408,0.112,0.560,0.583,0.310,0.419,0.301,0.669,0.385,0.371,0.445,0.475,0.447,6312,1019,0.161
legislative-low-mandate,Low-mandate legislative outputs,"Imported rows with weak public mandate, low support, or public-preference distortion.",strict-recusal-court,Strict recusal with substitute justices,court_variant,strong_form_court,9600,9600,1722,11,0,9589,1722,0,451818,442218,0.662,1.000,0.021,0.000,0.999,0.180,0.636,0.545,0.091,1.000,0.000,0.000,0.949,0.767,0.123,0.000,0.763,0.179,0.215,0.579,0.567,0.344,0.348,0.619,0.687,0.440,0.643,0.766,0.860,0.143,0.223,0.046,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.434,0.620,0.344,0.320,0.338,2.442,0.569,0.494,0.666,0.101,0.103,0.111,0.649,0.061,0.046,0.083,0.468,0.141,0.407,0.359,0.189,0.439,0.359,0.669,0.407,0.430,0.448,0.473,0.466,6314,922,0.146
legislative-low-mandate,Low-mandate legislative outputs,"Imported rows with weak public mandate, low support, or public-preference distortion.",reasoned-emergency-review,Reasoned emergency orders with merits follow-up,court_variant,strong_form_court,9600,9600,2482,3,0,9600,2482,0,451867,442267,0.656,1.000,0.021,0.000,1.000,0.259,1.000,0.667,0.000,1.000,0.000,1.000,0.934,0.762,0.137,0.000,0.756,0.259,0.233,0.556,0.577,0.344,0.348,0.619,0.669,0.451,0.642,0.768,0.761,0.153,0.272,0.037,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.434,0.620,0.272,0.320,0.338,2.442,0.569,0.494,0.554,0.162,0.131,0.154,0.563,0.102,0.064,0.090,0.361,0.104,0.679,0.694,0.369,0.431,0.307,0.669,0.400,0.377,0.447,0.471,0.451,6319,1365,0.216
legislative-low-mandate,Low-mandate legislative outputs,"Imported rows with weak public mandate, low support, or public-preference distortion.",panel-en-banc-review,Panel review with en banc safety valve,court_variant,strong_form_court,9600,9600,1988,9,0,9591,1988,0,451831,442231,0.632,1.000,0.021,0.000,0.999,0.207,0.333,0.444,0.333,1.000,0.000,0.000,0.944,0.766,0.125,0.000,0.753,0.207,0.221,0.571,0.566,0.344,0.348,0.617,0.679,0.439,0.643,0.764,0.872,0.133,0.184,0.038,0.285,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.434,0.620,0.344,0.320,0.338,2.442,0.569,0.494,0.612,0.129,0.117,0.132,0.607,0.081,0.056,0.089,0.421,0.118,0.527,0.524,0.272,0.536,0.411,0.669,0.425,0.479,0.488,0.452,0.486,6313,1059,0.168
legislative-low-mandate,Low-mandate legislative outputs,"Imported rows with weak public mandate, low support, or public-preference distortion.",dual-cross-checking-courts,Dual supreme courts with cross-checking invalidations,court_variant,strong_form_court,9600,9600,1458,0,0,9600,1458,0,451878,442278,0.616,1.000,0.021,0.000,1.000,0.152,0.000,0.000,0.000,0.000,0.000,0.000,0.956,0.769,0.113,0.000,0.773,0.152,0.224,0.586,0.570,0.344,0.348,0.591,0.680,0.602,0.639,0.780,0.833,0.115,0.225,0.063,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.434,0.620,0.342,0.320,0.338,2.442,0.569,0.494,0.693,0.088,0.091,0.104,0.680,0.050,0.042,0.075,0.495,0.144,0.369,0.263,0.169,0.829,0.515,0.669,0.557,0.577,0.573,0.608,0.581,6319,778,0.123
legislative-low-mandate,Low-mandate legislative outputs,"Imported rows with weak public mandate, low support, or public-preference distortion.",constitutional-council,Pre-enactment constitutional council,court_variant,strong_form_court,9600,9600,1182,13,0,9587,1182,0,451819,442219,0.674,1.000,0.021,0.000,0.999,0.123,0.615,0.769,0.077,1.000,0.000,0.000,0.980,0.768,0.105,0.000,0.795,0.123,0.203,0.593,0.571,0.344,0.348,0.606,0.690,0.668,0.642,0.771,0.942,0.096,0.190,0.064,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.434,0.620,0.538,0.320,0.338,2.442,0.569,0.494,0.772,0.054,0.067,0.081,0.754,0.030,0.028,0.053,0.575,0.218,0.219,0.089,0.070,0.692,0.439,0.669,0.468,0.503,0.516,0.549,0.523,6312,638,0.101
legislative-low-mandate,Low-mandate legislative outputs,"Imported rows with weak public mandate, low support, or public-preference distortion.",legislative-override-court,Judicial review with delayed legislative override,court_variant,strong_form_court,9600,9600,1909,15,0,9585,1909,544,451804,442204,0.626,1.000,0.021,0.000,0.998,0.199,0.600,0.467,0.200,1.000,0.000,0.000,0.937,0.759,0.131,0.001,0.732,0.199,0.234,0.587,0.565,0.344,0.348,0.616,0.672,0.433,0.643,0.771,0.839,0.163,0.233,0.037,0.000,0.000,0.000,0.285,0.000,0.000,0.057,0.285,0.581,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.434,0.620,0.288,0.320,0.338,2.442,0.569,0.494,0.567,0.157,0.118,0.148,0.556,0.097,0.056,0.085,0.375,0.097,0.625,0.603,0.384,0.432,0.307,0.669,0.402,0.377,0.449,0.500,0.457,6311,1033,0.164
legislative-low-mandate,Low-mandate legislative outputs,"Imported rows with weak public mandate, low support, or public-preference distortion.",accountability-retention-court,Retention-election accountability court,court_variant,strong_form_court,9600,9600,933,12,0,9588,933,449,451817,442217,0.661,1.000,0.021,0.000,0.999,0.097,0.417,0.667,0.000,1.000,0.000,0.000,0.958,0.752,0.120,0.000,0.763,0.097,0.210,0.604,0.561,0.344,0.348,0.614,0.696,0.411,0.642,0.770,0.875,0.189,0.106,0.038,0.000,0.000,0.000,0.481,0.000,0.000,0.047,0.481,0.588,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.434,0.620,0.697,0.320,0.338,2.442,0.569,0.494,0.721,0.070,0.081,0.101,0.709,0.035,0.035,0.066,0.538,0.163,0.254,0.103,0.133,0.453,0.319,0.669,0.438,0.388,0.452,0.527,0.472,6311,499,0.079
legislative-low-mandate,Low-mandate legislative outputs,"Imported rows with weak public mandate, low support, or public-preference distortion.",independence-accountability-hybrid,Hybrid court balancing independence and accountability,court_variant,strong_form_court,9600,9600,1868,2,0,9600,1868,0,451867,442267,0.654,1.000,0.021,0.000,1.000,0.195,1.000,0.000,0.000,1.000,0.000,1.000,0.953,0.767,0.117,0.000,0.773,0.195,0.218,0.575,0.573,0.344,0.348,0.601,0.686,0.439,0.641,0.779,0.878,0.103,0.219,0.047,0.201,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.434,0.620,0.348,0.320,0.338,2.442,0.569,0.494,0.664,0.100,0.105,0.110,0.642,0.069,0.050,0.076,0.463,0.137,0.433,0.399,0.192,0.522,0.433,0.669,0.422,0.502,0.482,0.607,0.516,6319,1023,0.162
legislative-low-mandate,Low-mandate legislative outputs,"Imported rows with weak public mandate, low support, or public-preference distortion.",weak-form-review,Weak-form review with legislative reply,synthetic_mechanism,weak_form_review,9600,9600,0,9,0,9591,0,0,9604,4,0.714,1.000,1.000,0.000,0.999,0.000,0.889,0.667,0.222,1.000,0.000,0.000,0.989,0.756,0.097,0.000,0.820,0.000,0.179,0.619,0.588,0.461,0.348,0.646,0.740,0.203,0.677,0.804,0.913,0.090,0.180,0.038,0.000,0.000,0.000,0.000,0.188,0.000,0.188,0.000,0.438,0.021,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.434,0.620,0.301,0.320,0.338,2.442,0.569,0.494,0.806,0.035,0.040,0.065,0.787,0.021,0.012,0.000,0.613,0.513,0.128,0.030,0.031,0.433,0.308,0.366,0.274,0.311,0.408,0.388,0.344,6314,0,0.000
legislative-low-mandate,Low-mandate legislative outputs,"Imported rows with weak public mandate, low support, or public-preference distortion.",suspended-declaration-review,Suspended declarations of invalidity,synthetic_mechanism,suspended_declaration,9600,9600,2230,2,0,9600,2230,0,9601,1,0.696,1.000,1.000,0.000,1.000,0.232,1.000,0.500,0.000,1.000,0.000,1.000,0.957,0.754,0.118,0.000,0.769,0.232,0.232,0.620,0.595,0.462,0.348,0.634,0.700,0.240,0.623,0.884,0.881,0.116,0.221,0.037,0.000,0.000,0.000,0.000,0.000,0.232,0.232,1.000,0.339,0.865,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.434,0.620,0.350,0.320,0.338,2.442,0.569,0.494,0.595,0.142,0.118,0.138,0.594,0.089,0.057,0.078,0.403,0.117,0.589,0.586,0.297,0.436,0.326,0.419,0.279,0.341,0.415,0.431,0.369,6319,1206,0.191
legislative-low-mandate,Low-mandate legislative outputs,"Imported rows with weak public mandate, low support, or public-preference distortion.",override-clause-review,Strong-form review with explicit override clause,synthetic_mechanism,legislative_override_clause,9600,9600,1774,11,0,9589,1774,0,93314,83714,0.650,1.000,0.103,0.000,0.999,0.185,0.636,0.636,0.182,1.000,0.000,0.000,0.952,0.767,0.123,0.000,0.764,0.185,0.201,0.577,0.563,0.354,0.348,0.628,0.690,0.379,0.631,0.909,0.860,0.144,0.214,0.039,0.000,0.000,0.000,0.000,0.000,0.000,0.150,0.811,0.644,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.434,0.620,0.295,0.320,0.338,2.442,0.569,0.494,0.680,0.093,0.101,0.104,0.664,0.058,0.045,0.072,0.487,0.146,0.347,0.301,0.157,0.433,0.308,0.559,0.341,0.353,0.434,0.468,0.415,6317,955,0.151
legislative-low-mandate,Low-mandate legislative outputs,"Imported rows with weak public mandate, low support, or public-preference distortion.",pre-enactment-review,Pre-enactment review before laws take effect,synthetic_mechanism,pre_enactment_review,9600,9600,1085,13,0,9587,1085,0,9612,12,0.687,1.000,0.999,0.000,0.999,0.113,0.846,0.692,0.154,1.000,0.000,0.000,0.982,0.777,0.101,0.000,0.795,0.113,0.201,0.595,0.568,0.461,0.348,0.625,0.702,0.506,0.579,0.877,0.947,0.089,0.197,0.062,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.123,0.000,0.000,1.000,0.779,0.000,0.000,0.000,0.434,0.620,0.541,0.320,0.338,2.442,0.569,0.494,0.754,0.057,0.069,0.083,0.749,0.029,0.029,0.054,0.569,0.229,0.206,0.074,0.072,0.692,0.439,0.367,0.340,0.437,0.468,0.497,0.420,6313,583,0.092
legislative-low-mandate,Low-mandate legislative outputs,"Imported rows with weak public mandate, low support, or public-preference distortion.",abstract-review-tribunal,Abstract review tribunal,synthetic_mechanism,abstract_review,9600,9600,2258,1,0,9600,2258,0,9601,1,0.677,1.000,1.000,0.000,1.000,0.235,1.000,1.000,0.000,1.000,0.000,1.000,0.945,0.774,0.128,0.000,0.759,0.235,0.228,0.563,0.573,0.462,0.348,0.625,0.681,0.311,0.564,0.951,0.814,0.114,0.252,0.063,0.209,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.123,0.000,0.000,1.000,0.779,0.000,0.000,0.000,0.434,0.620,0.338,0.320,0.338,2.442,0.569,0.494,0.585,0.141,0.125,0.143,0.596,0.088,0.061,0.093,0.396,0.114,0.598,0.603,0.305,0.527,0.410,0.401,0.294,0.419,0.438,0.491,0.404,6319,1224,0.194
legislative-low-mandate,Low-mandate legislative outputs,"Imported rows with weak public mandate, low support, or public-preference distortion.",ombudsman-triggered-review,Ombudsman-triggered constitutional review,synthetic_mechanism,ombudsman_triggered_review,9600,9600,2151,9,0,9591,2151,0,1193343,1183743,0.665,1.000,0.008,0.000,0.999,0.224,0.889,0.889,0.000,1.000,0.000,0.000,0.941,0.766,0.121,0.000,0.761,0.224,0.225,0.567,0.572,0.343,0.348,0.613,0.667,0.528,0.603,0.821,0.900,0.116,0.233,0.036,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.079,0.000,0.000,0.000,0.000,0.000,0.000,0.434,0.620,0.357,0.320,0.338,2.442,0.569,0.494,0.602,0.134,0.123,0.139,0.601,0.084,0.060,0.093,0.404,0.118,0.556,0.563,0.274,0.437,0.327,0.842,0.446,0.435,0.469,0.468,0.504,6314,1176,0.186
legislative-low-mandate,Low-mandate legislative outputs,"Imported rows with weak public mandate, low support, or public-preference distortion.",constitutional-public-defender,Constitutional public defender access model,synthetic_mechanism,constitutional_public_defender,9600,9600,2555,1,0,9600,2555,0,1307616,1298016,0.633,1.000,0.007,0.000,1.000,0.266,1.000,0.000,0.000,1.000,0.000,1.000,0.930,0.771,0.131,0.000,0.752,0.266,0.235,0.554,0.574,0.342,0.348,0.609,0.661,0.516,0.631,0.794,0.884,0.128,0.255,0.037,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.079,0.000,0.000,0.000,0.000,0.000,0.434,0.620,0.352,0.320,0.338,2.442,0.569,0.494,0.536,0.173,0.135,0.161,0.537,0.113,0.066,0.094,0.355,0.099,0.712,0.724,0.406,0.436,0.328,0.822,0.448,0.431,0.468,0.500,0.505,6319,1392,0.220
legislative-low-mandate,Low-mandate legislative outputs,"Imported rows with weak public mandate, low support, or public-preference distortion.",rights-impact-statement-review,Rights-impact statements before review,synthetic_mechanism,rights_impact_statement,9600,9600,936,12,0,9588,936,0,9609,9,0.724,1.000,0.999,0.000,0.999,0.098,0.833,0.667,0.250,1.000,0.000,0.000,0.984,0.832,0.096,0.000,0.832,0.098,0.198,0.598,0.570,0.461,0.348,0.623,0.730,0.499,0.698,0.754,0.910,0.085,0.135,0.063,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.779,0.000,0.000,0.000,0.434,0.620,0.556,0.320,0.338,2.442,0.569,0.494,0.792,0.041,0.055,0.069,0.781,0.021,0.020,0.036,0.599,0.346,0.163,0.038,0.038,0.689,0.413,0.395,0.341,0.417,0.470,0.518,0.423,6313,512,0.081
legislative-low-mandate,Low-mandate legislative outputs,"Imported rows with weak public mandate, low support, or public-preference distortion.",mandatory-legislative-response,Mandatory legislative response cycles,synthetic_mechanism,mandatory_legislative_response,9600,9600,1602,0,0,9600,1602,465,9600,0,0.636,1.000,1.000,0.000,1.000,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.957,0.752,0.103,0.000,0.788,0.167,0.213,0.593,0.576,0.462,0.348,0.629,0.702,0.258,0.615,0.965,0.931,0.099,0.156,0.038,0.000,0.000,0.000,0.290,0.000,0.000,0.167,1.000,0.456,0.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.434,0.620,0.371,0.320,0.338,2.442,0.569,0.494,0.683,0.091,0.093,0.109,0.683,0.049,0.045,0.082,0.489,0.145,0.340,0.242,0.164,0.436,0.310,0.442,0.280,0.329,0.416,0.494,0.381,6319,870,0.138
